"sex","age","race","education","state","division","region","ideology","party.id","vote.2008","obama","romney","other","state.last.vote.share"
"male","18-29","white","high school graduate","PA","MA","NE","conservative","republican","republican",0,43,0,0.5523
"male","30-44","white","some college","OH","ENC","MW","moderate","independent/other","democrat",33,11,2,0.5233
"male","18-29","white","college graduate","PA","MA","NE","conservative","independent/other","did not vote in 2008",0,2,3,0.5523
"male","18-29","hispanic","some college","FL","SA","S","conservative","republican","republican",0,10,0,0.5142
"male","30-44","white","college graduate","MO","WNC","MW","liberal","democrat","democrat",19,0,0,0.4993
"male","18-29","white","less than high school","AZ","M","W","liberal","democrat","did not vote in 2008",9,0,1,0.4569
"male","18-29","white","high school graduate","KY","ESC","S","conservative","republican","republican",0,40,1,0.4177
"male","18-29","black","less than high school","PA","MA","NE","moderate","democrat","democrat",7,0,0,0.5523
"male","18-29","white","high school graduate","MD","MA","S","moderate","republican","republican",0,3,0,0.6293
"male","45-64","white","some college","SC","SA","S","conservative","republican","republican",0,8,0,0.4546
"male","30-44","white","some college","GA","SA","S","moderate","independent/other","democrat",9,3,0,0.4737
"female","30-44","white","high school graduate","OH","ENC","MW","moderate","republican","republican",0,3,0,0.5233
"male","18-29","white","some college","MN","WNC","MW","moderate","democrat","democrat",11,0,0,0.5523
"male","30-44","white","college graduate","WI","ENC","MW","moderate","independent/other","democrat",15,6,0,0.5706
"male","18-29","black","some college","OH","ENC","MW","liberal","democrat","democrat",6,0,0,0.5233
"male","30-44","white","college graduate","TX","WSC","S","liberal","democrat","democrat",33,1,0,0.4406
"male","45-64","other","some college","NY","MA","NE","moderate","independent/other","democrat",3,0,0,0.6358
"male","18-29","white","some college","NE","WNC","MW","conservative","republican","republican",0,15,0,0.4239
"male","18-29","white","high school graduate","MO","WNC","MW","moderate","independent/other","democrat",6,2,2,0.4993
"male","18-29","white","less than high school","NC","SA","S","conservative","republican","republican",0,11,0,0.5017
"male","18-29","white","less than high school","FL","SA","S","moderate","independent/other","democrat",4,0,0,0.5142
"male","30-44","other","some college","FL","SA","S","moderate","independent/other","democrat",5,0,0,0.5142
"male","45-64","white","some college","MA","NE","NE","moderate","democrat","democrat",1,0,0,0.632
"male","65+","white","less than high school","MS","ESC","S","moderate","independent/other","did not vote in 2008",0,2,0,0.4336
"male","18-29","white","less than high school","MO","WNC","MW","moderate","independent/other","republican",1,0,0,0.4993
"male","30-44","white","some college","IL","ENC","MW","moderate","democrat","democrat",8,2,0,0.6273
"male","30-44","white","high school graduate","WI","ENC","MW","liberal","democrat","democrat",11,0,0,0.5706
"male","30-44","white","some college","CO","M","W","liberal","democrat","democrat",30,0,0,0.5455
"male","30-44","white","less than high school","GA","SA","S","moderate","independent/other","did not vote in 2008",1,12,1,0.4737
"male","30-44","white","college graduate","PA","MA","NE","moderate","democrat","democrat",18,2,2,0.5523
"male","18-29","white","some college","UT","M","W","conservative","independent/other","republican",0,11,0,0.3547
"male","18-29","white","high school graduate","MO","WNC","MW","moderate","republican","republican",1,4,0,0.4993
"male","18-29","white","high school graduate","FL","SA","S","liberal","independent/other","did not vote in 2008",12,0,4,0.5142
"male","30-44","other","some college","IN","ENC","MW","liberal","democrat","democrat",3,0,0,0.5052
"male","18-29","white","high school graduate","ME","NE","NE","conservative","republican","republican",0,4,0,0.5883
"male","30-44","white","college graduate","WI","ENC","MW","liberal","democrat","democrat",27,0,0,0.5706
"male","30-44","white","college graduate","AL","ESC","S","conservative","independent/other","other",0,0,3,0.3911
"male","30-44","white","some college","AZ","M","W","conservative","republican","republican",0,38,1,0.4569
"male","30-44","white","high school graduate","IL","ENC","MW","moderate","independent/other","democrat",5,0,2,0.6273
"male","30-44","white","high school graduate","NH","NE","NE","liberal","independent/other","democrat",1,0,1,0.5487
"male","45-64","white","college graduate","AR","WSC","S","conservative","independent/other","democrat",4,0,0,0.3983
"male","45-64","black","some college","OH","ENC","MW","moderate","democrat","democrat",3,0,0,0.5233
"male","30-44","other","college graduate","CO","M","W","moderate","independent/other","republican",0,4,0,0.5455
"male","18-29","hispanic","less than high school","CO","M","W","moderate","democrat","democrat",3,0,0,0.5455
"male","18-29","white","less than high school","MA","NE","NE","liberal","independent/other","other",0,0,1,0.632
"male","30-44","white","high school graduate","MI","ENC","MW","liberal","independent/other","did not vote in 2008",1,0,0,0.5837
"male","18-29","white","high school graduate","TN","ESC","S","liberal","independent/other","democrat",1,0,0,0.4237
"male","18-29","white","some college","OH","ENC","MW","moderate","republican","did not vote in 2008",1,10,1,0.5233
"male","65+","white","college graduate","NC","SA","S","conservative","republican","republican",0,3,0,0.5017
"male","18-29","white","some college","VA","SA","S","moderate","republican","republican",0,13,1,0.5318
"male","18-29","other","some college","PA","MA","NE","liberal","democrat","democrat",7,0,0,0.5523
"male","30-44","white","high school graduate","MI","ENC","MW","moderate","democrat","democrat",9,0,0,0.5837
"male","18-29","white","college graduate","WA","P","W","liberal","independent/other","republican",0,2,0,0.5875
"male","18-29","hispanic","high school graduate","TX","WSC","S","moderate","independent/other","did not vote in 2008",16,6,6,0.4406
"male","18-29","white","some college","MD","MA","S","liberal","independent/other","democrat",8,0,0,0.6293
"male","18-29","hispanic","high school graduate","NM","M","W","moderate","independent/other","republican",0,1,0,0.5766
"male","30-44","white","college graduate","NC","SA","S","conservative","republican","republican",0,55,0,0.5017
"male","18-29","white","some college","ME","NE","NE","moderate","republican","democrat",0,1,0,0.5883
"male","30-44","white","some college","NC","SA","S","conservative","republican","did not vote in 2008",1,9,0,0.5017
"male","18-29","black","high school graduate","WI","ENC","MW","moderate","democrat","democrat",2,0,0,0.5706
"male","18-29","white","some college","FL","SA","S","moderate","independent/other","did not vote in 2008",28,13,9,0.5142
"male","30-44","white","some college","NH","NE","NE","conservative","independent/other","republican",0,2,2,0.5487
"male","18-29","white","high school graduate","IL","ENC","MW","moderate","republican","did not vote in 2008",1,8,2,0.6273
"male","45-64","white","some college","MI","ENC","MW","moderate","independent/other","democrat",3,5,2,0.5837
"male","30-44","white","some college","AL","ESC","S","conservative","republican","did not vote in 2008",0,6,0,0.3911
"male","18-29","hispanic","some college","CA","P","W","moderate","democrat","did not vote in 2008",16,0,2,0.6228
"male","18-29","white","less than high school","FL","SA","S","conservative","republican","republican",0,26,0,0.5142
"male","18-29","white","college graduate","CA","P","W","liberal","democrat","democrat",84,1,1,0.6228
"male","18-29","white","less than high school","IL","ENC","MW","conservative","republican","did not vote in 2008",0,9,0,0.6273
"male","30-44","black","some college","IL","ENC","MW","moderate","democrat","democrat",4,0,0,0.6273
"male","18-29","hispanic","high school graduate","WY","M","W","liberal","democrat","democrat",2,0,0,0.3344
"male","18-29","white","college graduate","WI","ENC","MW","conservative","republican","republican",0,34,0,0.5706
"male","30-44","other","some college","TX","WSC","S","moderate","independent/other","other",0,3,0,0.4406
"male","18-29","white","high school graduate","OK","WSC","S","moderate","democrat","democrat",1,0,0,0.3435
"male","18-29","white","some college","MO","WNC","MW","conservative","independent/other","republican",0,18,2,0.4993
"male","18-29","white","high school graduate","ID","M","W","conservative","republican","republican",0,9,0,0.3698
"male","30-44","other","high school graduate","NM","M","W","moderate","independent/other","republican",0,1,0,0.5766
"male","30-44","white","some college","LA","WSC","S","conservative","independent/other","republican",0,7,0,0.4054
"female","18-29","white","high school graduate","MI","ENC","MW","liberal","independent/other","did not vote in 2008",1,0,0,0.5837
"male","18-29","black","some college","IL","ENC","MW","liberal","democrat","democrat",12,0,0,0.6273
"male","30-44","white","high school graduate","NC","SA","S","conservative","independent/other","did not vote in 2008",0,2,0,0.5017
"male","18-29","white","less than high school","MN","WNC","MW","moderate","democrat","democrat",6,0,0,0.5523
"male","45-64","white","high school graduate","OH","ENC","MW","moderate","independent/other","democrat",5,0,1,0.5233
"male","18-29","white","some college","TX","WSC","S","liberal","independent/other","did not vote in 2008",17,1,9,0.4406
"male","18-29","white","some college","PA","MA","NE","moderate","democrat","democrat",24,1,1,0.5523
"male","30-44","white","college graduate","SC","SA","S","conservative","independent/other","democrat",0,4,0,0.4546
"male","30-44","white","high school graduate","IN","ENC","MW","moderate","republican","republican",4,3,0,0.5052
"male","18-29","black","high school graduate","MO","WNC","MW","moderate","democrat","did not vote in 2008",1,0,0,0.4993
"male","18-29","white","high school graduate","OR","P","W","moderate","independent/other","democrat",7,0,1,0.5841
"male","30-44","white","some college","OH","ENC","MW","moderate","democrat","democrat",16,1,0,0.5233
"male","45-64","white","high school graduate","GA","SA","S","moderate","independent/other","democrat",2,0,0,0.4737
"male","18-29","white","some college","UT","M","W","liberal","independent/other","did not vote in 2008",2,0,2,0.3547
"male","18-29","other","college graduate","CO","M","W","liberal","democrat","democrat",6,0,0,0.5455
"male","18-29","white","high school graduate","NV","M","W","moderate","republican","republican",0,5,0,0.5639
"male","18-29","white","high school graduate","OK","WSC","S","conservative","independent/other","did not vote in 2008",0,3,2,0.3435
"male","18-29","white","high school graduate","UT","M","W","conservative","independent/other","did not vote in 2008",0,3,0,0.3547
"male","18-29","white","high school graduate","UT","M","W","conservative","republican","did not vote in 2008",0,22,0,0.3547
